"","Race","Region","EDUC","Income","Gender","Income_cont"
"3384","Asian/Pacific Islander","West","Masters","150,000 +","Male",2e+05
"3385","White","Northeast","Secondary","10,000-19,999","Female",10000
"3386","Hispanic","South","Bachelors","40,000-59,999","Male",55000
"3387","Black","South","Bachelors","40,000- 49,999","Female",45000
"3388","Hispanic","Midwest","Secondary","1-9,999","Female",5000
"3389","Hispanic","Midwest","Associates","60,000-74,999","Male",67500
"3390","White","South","Bachelors","100,000-149,999","Female",125000
"3391","White","South","Secondary","150,000 +","Male",2e+05
"3392","Black","South","Primary","10,000-19,999","Male",10000
"3393","White","Northeast","Associates","100,000-149,999","Male",125000
"3394","White","South","Secondary","150,000 +","Male",2e+05
"3395","White","Midwest","Secondary","75,000-99,999","Male",87500
"3396","White","Midwest","Bachelors","150,000 +","Male",2e+05
"3397","White","Midwest","Bachelors","30,000-39,999","Female",35000
"3398","Black","West","Primary",NA,"Male",NA
"3399","White","South","Secondary","60,000-74,999","Female",67500
"3400","White","West","Masters","150,000 +","Male",2e+05
"3401","Hispanic","South","Secondary","10,000-19,999","Female",10000
"3402","Asian/Pacific Islander","Northeast","Masters","150,000 +","Male",2e+05
"3403","White","South","Secondary",NA,"Male",NA
"3404","White","Midwest","Bachelors","150,000 +","Male",2e+05
"3405","White","Midwest","Masters","150,000 +","Male",2e+05
"3406","Hispanic","South","Associates","40,000- 49,999","Male",45000
"3407","White","Midwest","Secondary","40,000- 49,999","Male",45000
"3408","White","South","Associates","100,000-149,999","Female",125000
"3409","White","Midwest","Primary","40,000- 49,999","Male",45000
"3410","Asian/Pacific Islander","Northeast","Secondary","60,000-74,999","Female",67500
"3411","Hispanic","Midwest","PhD","100,000-149,999","Female",125000
"3412","Black","South","Associates","30,000-39,999","Female",35000
"3413","White","West","Associates","60,000-74,999","Male",67500
"3414","White","Midwest","Bachelors","75,000-99,999","Male",87500
"3415","White","South","Secondary","100,000-149,999","Female",125000
"3416","White","Northeast","Secondary",NA,"Female",NA
"3417","White","West","Masters","150,000 +","Female",2e+05
"3418","White","Midwest","Bachelors","40,000-59,999","Male",55000
"3419","White","West","Associates","40,000- 49,999","Female",45000
"3420","White","Midwest","Associates","20,000- 29,999","Female",25000
"3421","White","West","Secondary","30,000-39,999","Male",35000
"3422","White","Midwest","Bachelors","30,000-39,999","Female",35000
"3423","White","Midwest","Bachelors","150,000 +","Female",2e+05
"3424","White","South","Secondary","150,000 +","Female",2e+05
"3425","White","South","Associates","10,000-19,999","Female",10000
"3426","White","West","Secondary","10,000-19,999","Female",10000
"3427","Hispanic","South","Primary","1-9,999","Female",5000
"3428","White","Midwest","Bachelors","60,000-74,999","Female",67500
"3429","White","Midwest","Masters","75,000-99,999","Female",87500
"3430","White","Midwest","Secondary","75,000-99,999","Female",87500
"3431","White","Midwest","Associates","75,000-99,999","Female",87500
"3432","White","South","Secondary","20,000- 29,999","Female",25000
"3433","White","Midwest","Bachelors","150,000 +","Male",2e+05
"3434","White","South","Secondary","60,000-74,999","Male",67500
"3435","Black","South","Bachelors",NA,"Female",NA
"3436","Black","West","Secondary","75,000-99,999","Female",87500
"3437","White","West","Secondary","30,000-39,999","Male",35000
"3438","White","Midwest","Secondary","100,000-149,999","Male",125000
"3439","White","Northeast","Masters","150,000 +","Male",2e+05
"3440","Asian/Pacific Islander","South","Bachelors","100,000-149,999","Female",125000
"3441","Hispanic","Midwest","Associates",NA,"Male",NA
"3442","Black","South","Secondary","30,000-39,999","Male",35000
"3443","Hispanic","South","Bachelors","100,000-149,999","Female",125000
"3444","Black","Midwest","Secondary","30,000-39,999","Male",35000
"3445","White","South","Masters","60,000-74,999","Male",67500
"3446","Black","South","Secondary","20,000- 29,999","Female",25000
"3447","White","South","Associates","40,000- 49,999","Male",45000
"3448","White","Northeast","Bachelors","75,000-99,999","Male",87500
"3449","White","South","Secondary","60,000-74,999","Male",67500
"3450","Hispanic","West","Associates","60,000-74,999","Male",67500
"3451","Black","Midwest",NA,"1-9,999","Male",5000
"3452","Other","South","Secondary","10,000-19,999","Female",10000
"3453","Black","South","Secondary","10,000-19,999","Female",10000
"3454","Hispanic","South","Bachelors","30,000-39,999","Female",35000
"3455","Hispanic","West","Associates","40,000- 49,999","Female",45000
"3456","White","West","Secondary","30,000-39,999","Female",35000
"3457","White","West","Masters","150,000 +","Male",2e+05
"3458","White","Midwest","Bachelors","30,000-39,999","Male",35000
"3459","Black","South","Associates","20,000- 29,999","Female",25000
"3460","Black","West","Bachelors",NA,"Male",NA
"3461","White","South","Associates",NA,"Male",NA
"3462","White","Midwest","Bachelors","100,000-149,999","Male",125000
"3463","Hispanic","South","Primary","10,000-19,999","Female",10000
"3464","Black","Midwest","Primary",NA,"Male",NA
"3465","White","South","Secondary","150,000 +","Male",2e+05
"3466","White","West","Bachelors","40,000-59,999","Male",55000
"3467","Black","South","Associates","20,000- 29,999","Female",25000
"3468","White","Midwest","Bachelors","150,000 +","Male",2e+05
"3469","Other","Northeast","Bachelors","100,000-149,999","Female",125000
"3470","White","West","Bachelors",NA,"Female",NA
"3471","White","South","Primary","1-9,999","Female",5000
"3472","White","Midwest","Secondary","30,000-39,999","Female",35000
"3473","White","South","Bachelors","75,000-99,999","Male",87500
"3474","White","South","Secondary","100,000-149,999","Female",125000
"3475","White","Midwest","Secondary","30,000-39,999","Female",35000
"3476","White","Midwest","Masters","100,000-149,999","Female",125000
"3477","Black","Northeast","Secondary","1-9,999","Male",5000
"3478","White","Midwest","Masters","150,000 +","Female",2e+05
"3479","White","Midwest","Secondary",NA,"Female",NA
"3480","Asian/Pacific Islander","South","Bachelors","60,000-74,999","Female",67500
"3481","White","South","Secondary","20,000- 29,999","Female",25000
"3482","White","Midwest","Secondary","40,000- 49,999","Male",45000
"3483","White","South","Bachelors","1-9,999","Female",5000
"3484","White","Midwest","Masters","150,000 +","Male",2e+05
"3485","White","West","Masters","100,000-149,999","Male",125000
"3486","Black","South","Associates",NA,"Male",NA
"3487","White","Northeast","Associates","20,000- 29,999","Female",25000
"3488","Hispanic","South","Bachelors","100,000-149,999","Male",125000
"3489","White","Midwest","Bachelors","30,000-39,999","Male",35000
"3490","White","Northeast","Associates","60,000-74,999","Male",67500
"3491","White","South","PhD","150,000 +","Male",2e+05
"3492","White","Northeast","Bachelors","100,000-149,999","Female",125000
"3493",NA,"South",NA,NA,NA,NA
"3494","White","West","Secondary","150,000 +","Female",2e+05
"3495","Hispanic","South","Bachelors","30,000-39,999","Female",35000
"3496","White","Midwest","Bachelors","150,000 +","Female",2e+05
"3497",NA,"South",NA,NA,NA,NA
"3498","White","Midwest","Associates","30,000-39,999","Female",35000
"3499","White","South","Primary","100,000-149,999","Female",125000
"3500","Asian/Pacific Islander","West","Masters",NA,"Male",NA
"3501","Hispanic","Midwest","Secondary","40,000-59,999","Female",55000
"3502","Black","Midwest","Secondary","40,000- 49,999","Male",45000
"3503","White","South","Secondary","150,000 +","Female",2e+05
"3504","Black","West","Associates","40,000- 49,999","Male",45000
"3505","White","Midwest","Secondary","20,000- 29,999","Female",25000
"3506","White","Midwest","Secondary","60,000-74,999","Male",67500
"3507","White","Midwest","Masters","60,000-74,999","Male",67500
"3508","White","South","Secondary","30,000-39,999","Male",35000
"3509","White","South","Bachelors","75,000-99,999","Male",87500
"3510","White","South","Secondary","75,000-99,999","Female",87500
"3511","Other","South","Secondary",NA,"Male",NA
"3512","Asian/Pacific Islander","West","PhD","75,000-99,999","Male",87500
"3513","Black","South","Masters","150,000 +","Male",2e+05
"3514","White","West","Secondary",NA,"Male",NA
"3515","Hispanic","Midwest","Secondary","40,000-59,999","Female",55000
"3516","White","South","Masters","150,000 +","Female",2e+05
"3517","Black","Midwest","Secondary","10,000-19,999","Female",10000
"3518","White","Midwest","Secondary","150,000 +","Female",2e+05
"3519","White","Midwest","Associates","30,000-39,999","Male",35000
"3520","White","Midwest","Masters","60,000-74,999","Female",67500
"3521","Hispanic","Midwest","Primary","30,000-39,999","Female",35000
"3522","White","South","Bachelors","30,000-39,999","Male",35000
"3523","Black","South","Primary","10,000-19,999","Female",10000
"3524","White","West","Associates","100,000-149,999","Female",125000
"3525","White","Midwest","Secondary","10,000-19,999","Female",10000
"3526","Black","South","Associates","10,000-19,999","Female",10000
"3527","White","Midwest","Secondary","150,000 +","Male",2e+05
"3528","Other","South","Associates","150,000 +","Female",2e+05
"3529","White","South","Secondary","20,000- 29,999","Female",25000
"3530","Black","South","Secondary",NA,"Female",NA
"3531","White","South","Bachelors","100,000-149,999","Male",125000
"3532","Hispanic","West","Secondary","40,000-59,999","Male",55000
"3533","Hispanic","South","Bachelors","100,000-149,999","Female",125000
"3534","Black","South","Secondary","20,000- 29,999","Female",25000
"3535","White","Midwest","Secondary","75,000-99,999","Male",87500
"3536","Black","Midwest","Associates","40,000- 49,999","Female",45000
"3537","White","Midwest","Associates","75,000-99,999","Female",87500
"3538","White","South","Secondary","100,000-149,999","Male",125000
"3539","Hispanic","South","PhD","10,000-19,999","Female",10000
"3540","Hispanic","Northeast","Secondary","40,000- 49,999","Female",45000
"3541","Hispanic","South","Associates","75,000-99,999","Female",87500
"3542","Black","South","Secondary",NA,"Female",NA
"3543","Hispanic","South","Bachelors","100,000-149,999","Female",125000
"3544","White","West","Secondary","20,000- 29,999","Male",25000
"3545","White","Northeast","Bachelors","150,000 +","Male",2e+05
"3546","White","Northeast","Secondary","40,000- 49,999","Female",45000
"3547","White","West","Secondary","75,000-99,999","Female",87500
"3548","Hispanic","South","Primary","10,000-19,999","Female",10000
"3549","White","Midwest","Associates","10,000-19,999","Male",10000
"3550","White","South","Secondary","40,000-59,999","Female",55000
"3551","Hispanic","West","Bachelors","100,000-149,999","Female",125000
"3552","White","South","Secondary","75,000-99,999","Female",87500
"3553","White","South","Associates","40,000-59,999","Female",55000
"3554","White","South","Bachelors","150,000 +","Male",2e+05
"3555","White","South","Bachelors","40,000-59,999","Male",55000
"3556","White","Northeast","Primary","60,000-74,999","Female",67500
"3557","Hispanic","South","Associates","100,000-149,999","Male",125000
"3558","Asian/Pacific Islander","West","Bachelors","150,000 +","Female",2e+05
"3559","White","South","Secondary","60,000-74,999","Female",67500
"3560","Black","South","Secondary","10,000-19,999","Male",10000
"3561","White","South","Primary",NA,"Female",NA
"3562","Hispanic","West","Primary","10,000-19,999","Male",10000
"3563",NA,"South",NA,NA,NA,NA
"3564","White","Midwest","Secondary","20,000- 29,999","Male",25000
"3565","White","Midwest","Secondary","20,000- 29,999","Female",25000
"3566","Black","Midwest","Secondary","1-9,999","Male",5000
"3567","Hispanic","South","Secondary",NA,"Male",NA
"3568",NA,"West",NA,NA,NA,NA
"3569","White","West","Secondary","40,000- 49,999","Female",45000
"3570","Hispanic","South","Secondary","20,000- 29,999","Female",25000
"3571","Black","West","Associates","30,000-39,999","Female",35000
"3572","White","Midwest","Bachelors","30,000-39,999","Female",35000
"3573","White","South","Secondary","40,000- 49,999","Female",45000
"3574","Asian/Pacific Islander","Midwest","Secondary",NA,"Male",NA
"3575","White","Midwest","Bachelors","40,000-59,999","Male",55000
"3576",NA,"South",NA,NA,NA,NA
"3577","White","South","Associates","30,000-39,999","Male",35000
"3578","Black","Midwest","Secondary","10,000-19,999","Female",10000
"3579","White","Midwest","Associates","20,000- 29,999","Female",25000
"3580","White","West","Bachelors","30,000-39,999","Female",35000
"3581","White","Northeast","Secondary","150,000 +","Male",2e+05
"3582","Black","South","Secondary","20,000- 29,999","Female",25000
"3583","White","South","Secondary","100,000-149,999","Male",125000
"3584","White","Midwest","Associates","40,000- 49,999","Male",45000
"3585","White","Midwest","Associates",NA,"Male",NA
"3586","Black","South","Secondary","20,000- 29,999","Male",25000
"3587","White","Midwest","Bachelors","40,000-59,999","Female",55000
"3588","Black","South","Secondary","60,000-74,999","Male",67500
"3589","White","Midwest","Secondary","40,000- 49,999","Female",45000
"3590","White","Northeast","Primary","20,000- 29,999","Female",25000
"3591","Black","West","Secondary","60,000-74,999","Female",67500
"3592","Other","South","Bachelors","100,000-149,999","Male",125000
"3593","Hispanic","West","Secondary","60,000-74,999","Female",67500
"3594","White","Midwest","PhD","100,000-149,999","Male",125000
"3595","White","West","Secondary","30,000-39,999","Male",35000
"3596","White","Midwest","Associates","10,000-19,999","Female",10000
"3597","White","Midwest","Primary","60,000-74,999","Male",67500
"3598","Hispanic","Midwest","Primary",NA,"Female",NA
"3599","White","West","Masters","60,000-74,999","Female",67500
"3600","White","Midwest","Associates","150,000 +","Male",2e+05
"3601","White","Midwest","Associates","20,000- 29,999","Male",25000
