"","Race","Region","EDUC","Gender","Income","Income_cont"
"3210","White","Midwest","Masters","Male","150,000 +","200000"
"3211","White","South","Professional","Male","60,000-74,999","67500"
"3212","White","South","Secondary","Male","20,000- 29,999","25000"
"3213","White","Midwest","Secondary","Male","40,000-59,999","55000"
"3214","White","West","Secondary","Female","30,000-39,999","35000"
"3215","Black","South","Primary","Male","20,000- 29,999","25000"
"3216","Asian/Pacific Islander","West","Masters","Male","150,000 +","200000"
"3217","White","Northeast","Secondary","Female","10,000-19,999","10000"
"3218","Hispanic","South","Bachelors","Male","40,000-59,999","55000"
"3219","Black","South","Bachelors","Female","40,000- 49,999","45000"
"3220","Hispanic","Midwest","Secondary","Female","1-9,999","5000"
"3221","Hispanic","Midwest","Secondary","Male","60,000-74,999","67500"
"3222","White","South","Bachelors","Female","100,000-149,999","125000"
"3223","White","South","Secondary","Male","150,000 +","200000"
"3224","Black","South","Primary","Male","10,000-19,999","10000"
"3225","White","Northeast","Secondary","Male","100,000-149,999","125000"
"3226","White","South","Secondary","Male","150,000 +","200000"
"3227","White","Midwest","Secondary","Male","75,000-99,999","87500"
"3228","White","Midwest","Bachelors","Male","150,000 +","200000"
"3229","White","Midwest","Bachelors","Female","30,000-39,999","35000"
"3230","Black","West","Primary","Male",NA,NA
"3231","White","South","Secondary","Female","60,000-74,999","67500"
"3232","White","West","Masters","Male","150,000 +","200000"
"3233","Hispanic","South","Secondary","Female","10,000-19,999","10000"
"3234","Asian/Pacific Islander","Northeast","Masters","Male","150,000 +","200000"
"3235","White","South","Secondary","Male",NA,NA
"3236","White","Midwest","Bachelors","Male","150,000 +","200000"
"3237","White","Midwest","Masters","Male","150,000 +","200000"
"3238","Hispanic","South","Secondary","Male","40,000- 49,999","45000"
"3239","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"3240","White","South","Professional","Female","100,000-149,999","125000"
"3241","White","Midwest","Primary","Male","40,000- 49,999","45000"
"3242","Asian/Pacific Islander","Northeast","Secondary","Female","60,000-74,999","67500"
"3243","Hispanic","Midwest","Professional","Female","100,000-149,999","125000"
"3244","Black","South","Professional","Female","30,000-39,999","35000"
"3245","White","West","Secondary","Male","60,000-74,999","67500"
"3246","White","Midwest","Bachelors","Male","75,000-99,999","87500"
"3247","White","South","Secondary","Female","100,000-149,999","125000"
"3248","White","Northeast","Secondary","Female",NA,NA
"3249","White","West","Masters","Female","150,000 +","200000"
"3250","White","Midwest","Bachelors","Male","40,000-59,999","55000"
"3251","White","West","Professional","Female","40,000- 49,999","45000"
"3252","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"3253","White","West","Secondary","Male","30,000-39,999","35000"
"3254","White","Midwest","Bachelors","Female","30,000-39,999","35000"
"3255","White","Midwest","Bachelors","Female","150,000 +","200000"
"3256","White","South","Secondary","Female","150,000 +","200000"
"3257","White","South","Professional","Female","10,000-19,999","10000"
"3258","White","West","Secondary","Female","10,000-19,999","10000"
"3259","Hispanic","South","Primary","Female","1-9,999","5000"
"3260","White","Midwest","Bachelors","Female","60,000-74,999","67500"
"3261","White","Midwest","Masters","Female","75,000-99,999","87500"
"3262","White","Midwest","Secondary","Female","75,000-99,999","87500"
"3263","White","Midwest","Secondary","Female","75,000-99,999","87500"
"3264","White","South","Secondary","Female","20,000- 29,999","25000"
"3265","White","Midwest","Bachelors","Male","150,000 +","200000"
"3266","White","South","Secondary","Male","60,000-74,999","67500"
"3267","Black","South","Bachelors","Female",NA,NA
"3268","Black","West","Secondary","Female","75,000-99,999","87500"
"3269","White","West","Secondary","Male","30,000-39,999","35000"
"3270","White","Midwest","Secondary","Male","100,000-149,999","125000"
"3271","White","Northeast","Masters","Male","150,000 +","200000"
"3272","Asian/Pacific Islander","South","Bachelors","Female","100,000-149,999","125000"
"3273","Hispanic","Midwest","Secondary","Male",NA,NA
"3274","Black","South","Secondary","Male","30,000-39,999","35000"
"3275","Hispanic","South","Bachelors","Female","100,000-149,999","125000"
"3276","Black","Midwest","Secondary","Male","30,000-39,999","35000"
"3277","White","South","Masters","Male","60,000-74,999","67500"
"3278","Black","South","Secondary","Female","20,000- 29,999","25000"
"3279","White","South","Professional","Male","40,000- 49,999","45000"
"3280","White","Northeast","Bachelors","Male","75,000-99,999","87500"
"3281","White","South","Secondary","Male","60,000-74,999","67500"
"3282","Hispanic","West","Professional","Male","60,000-74,999","67500"
"3283","Black","Midwest",NA,"Male","1-9,999","5000"
"3284","Other","South","Secondary","Female","10,000-19,999","10000"
"3285","Black","South","Secondary","Female","10,000-19,999","10000"
"3286","Hispanic","South","Bachelors","Female","30,000-39,999","35000"
"3287","Hispanic","West","Secondary","Female","40,000- 49,999","45000"
"3288","White","West","Secondary","Female","30,000-39,999","35000"
"3289","White","West","Masters","Male","150,000 +","200000"
"3290","White","Midwest","Bachelors","Male","30,000-39,999","35000"
"3291","Black","South","Secondary","Female","20,000- 29,999","25000"
"3292","Black","West","Bachelors","Male",NA,NA
"3293","White","South","Professional","Male",NA,NA
"3294","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"3295","Hispanic","South","Primary","Female","10,000-19,999","10000"
"3296","Black","Midwest","Primary","Male",NA,NA
"3297","White","South","Secondary","Male","150,000 +","200000"
"3298","White","West","Bachelors","Male","40,000-59,999","55000"
"3299","Black","South","Professional","Female","20,000- 29,999","25000"
"3300","White","Midwest","Bachelors","Male","150,000 +","200000"
"3301","Other","Northeast","Bachelors","Female","100,000-149,999","125000"
"3302","White","West","Bachelors","Female",NA,NA
"3303","White","South","Primary","Female","1-9,999","5000"
"3304","White","Midwest","Secondary","Female","30,000-39,999","35000"
"3305","White","South","Bachelors","Male","75,000-99,999","87500"
"3306","White","South","Secondary","Female","100,000-149,999","125000"
"3307","White","Midwest","Secondary","Female","30,000-39,999","35000"
"3308","White","Midwest","Masters","Female","100,000-149,999","125000"
"3309","Black","Northeast","Secondary","Male","1-9,999","5000"
"3310","White","Midwest","Masters","Female","150,000 +","200000"
"3311","White","Midwest","Secondary","Female",NA,NA
"3312","Asian/Pacific Islander","South","Bachelors","Female","60,000-74,999","67500"
"3313","White","South","Secondary","Female","20,000- 29,999","25000"
"3314","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"3315","White","South","Bachelors","Female","1-9,999","5000"
"3316","White","Midwest","Masters","Male","150,000 +","200000"
"3317","White","West","Masters","Male","100,000-149,999","125000"
"3318","Black","South","Secondary","Male",NA,NA
"3319","White","Northeast","Secondary","Female","20,000- 29,999","25000"
"3320","Hispanic","South","Bachelors","Male","100,000-149,999","125000"
"3321","White","Midwest","Bachelors","Male","30,000-39,999","35000"
"3322","White","Northeast","Secondary","Male","60,000-74,999","67500"
"3323","White","South","Professional","Male","150,000 +","200000"
"3324","White","Northeast","Bachelors","Female","100,000-149,999","125000"
"3325","White","West","Secondary","Female","150,000 +","200000"
"3326","Hispanic","South","Bachelors","Female","30,000-39,999","35000"
"3327","White","Midwest","Bachelors","Female","150,000 +","200000"
"3328","White","Midwest","Professional","Female","30,000-39,999","35000"
"3329","White","South","Primary","Female","100,000-149,999","125000"
"3330","Asian/Pacific Islander","West","Masters","Male",NA,NA
"3331","Hispanic","Midwest","Secondary","Female","40,000-59,999","55000"
"3332","Black","Midwest","Secondary","Male","40,000- 49,999","45000"
"3333","White","South","Secondary","Female","150,000 +","200000"
"3334","Black","West","Secondary","Male","40,000- 49,999","45000"
"3335","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"3336","White","Midwest","Secondary","Male","60,000-74,999","67500"
"3337","White","Midwest","Masters","Male","60,000-74,999","67500"
"3338","White","South","Secondary","Male","30,000-39,999","35000"
"3339","White","South","Bachelors","Male","75,000-99,999","87500"
"3340","White","South","Secondary","Female","75,000-99,999","87500"
"3341","Other","South","Secondary","Male",NA,NA
"3342","Asian/Pacific Islander","West","Professional","Male","75,000-99,999","87500"
"3343","Black","South","Masters","Male","150,000 +","200000"
"3344","White","West","Secondary","Male",NA,NA
"3345","Hispanic","Midwest","Secondary","Female","40,000-59,999","55000"
"3346","White","South","Masters","Female","150,000 +","200000"
"3347","Black","Midwest","Secondary","Female","10,000-19,999","10000"
"3348","White","Midwest","Secondary","Female","150,000 +","200000"
"3349","White","Midwest","Secondary","Male","30,000-39,999","35000"
"3350","White","Midwest","Masters","Female","60,000-74,999","67500"
"3351","Hispanic","Midwest","Primary","Female","30,000-39,999","35000"
"3352","White","South","Bachelors","Male","30,000-39,999","35000"
"3353","Black","South","Primary","Female","10,000-19,999","10000"
"3354","White","West","Secondary","Female","100,000-149,999","125000"
"3355","White","Midwest","Secondary","Female","10,000-19,999","10000"
"3356","Black","South","Professional","Female","10,000-19,999","10000"
"3357","White","Midwest","Secondary","Male","150,000 +","200000"
"3358","Other","South","Professional","Female","150,000 +","200000"
"3359","White","South","Secondary","Female","20,000- 29,999","25000"
"3360","Black","South","Secondary","Female",NA,NA
"3361","White","South","Bachelors","Male","100,000-149,999","125000"
"3362","Hispanic","West","Secondary","Male","40,000-59,999","55000"
"3363","Hispanic","South","Bachelors","Female","100,000-149,999","125000"
"3364","Black","South","Secondary","Female","20,000- 29,999","25000"
"3365","White","Midwest","Secondary","Male","75,000-99,999","87500"
"3366","Black","Midwest","Professional","Female","40,000- 49,999","45000"
"3367","White","Midwest","Secondary","Female","75,000-99,999","87500"
"3368","White","South","Secondary","Male","100,000-149,999","125000"
"3369","Hispanic","South","Professional","Female","10,000-19,999","10000"
"3370","Hispanic","Northeast","Secondary","Female","40,000- 49,999","45000"
"3371","Hispanic","South","Professional","Female","75,000-99,999","87500"
"3372","Black","South","Secondary","Female",NA,NA
"3373","Hispanic","South","Bachelors","Female","100,000-149,999","125000"
"3374","White","West","Secondary","Male","20,000- 29,999","25000"
"3375","White","Northeast","Bachelors","Male","150,000 +","200000"
"3376","White","Northeast","Secondary","Female","40,000- 49,999","45000"
"3377","White","West","Secondary","Female","75,000-99,999","87500"
"3378","Hispanic","South","Primary","Female","10,000-19,999","10000"
"3379","White","Midwest","Secondary","Male","10,000-19,999","10000"
"3380","White","South","Secondary","Female","40,000-59,999","55000"
"3381","Hispanic","West","Bachelors","Female","100,000-149,999","125000"
"3382","White","South","Secondary","Female","75,000-99,999","87500"
"3383","White","South","Secondary","Female","40,000-59,999","55000"
"3384","White","South","Bachelors","Male","150,000 +","200000"
"3385","White","South","Bachelors","Male","40,000-59,999","55000"
"3386","White","Northeast","Primary","Female","60,000-74,999","67500"
"3387","Hispanic","South","Secondary","Male","100,000-149,999","125000"
"3388","Asian/Pacific Islander","West","Bachelors","Female","150,000 +","200000"
"3389","White","South","Secondary","Female","60,000-74,999","67500"
"3390","Black","South","Secondary","Male","10,000-19,999","10000"
"3391","White","South","Primary","Female",NA,NA
"3392","Hispanic","West","Primary","Male","10,000-19,999","10000"
"3393","White","Midwest","Secondary","Male","20,000- 29,999","25000"
"3394","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"3395","Black","Midwest","Secondary","Male","1-9,999","5000"
"3396","Hispanic","South","Secondary","Male",NA,NA
"3397","White","West","Secondary","Female","40,000- 49,999","45000"
"3398","Hispanic","South","Secondary","Female","20,000- 29,999","25000"
"3399","Black","West","Professional","Female","30,000-39,999","35000"
"3400","White","Midwest","Bachelors","Female","30,000-39,999","35000"
"3401","White","South","Secondary","Female","40,000- 49,999","45000"
"3402","Asian/Pacific Islander","Midwest","Secondary","Male",NA,NA
"3403","White","Midwest","Bachelors","Male","40,000-59,999","55000"
"3404","White","South","Professional","Male","30,000-39,999","35000"
"3405","Black","Midwest","Secondary","Female","10,000-19,999","10000"
"3406","White","Midwest","Professional","Female","20,000- 29,999","25000"
"3407","White","West","Bachelors","Female","30,000-39,999","35000"
